Date,Open,High,Low,Close,Volume,Ticker,Name,Industry,MarketCategory,SharesOutstanding,MarketCap,AvgTradingValue20,VolRatio,OBVGrowth,HighRatio,StayRate,ATRRatio,Absorption,VolRatio_Z,OBVGrowth_Z,HighRatio_Z,StayRate_Z,Absorption_Z,ATR_Z,AccumulationScore,IndustryRankPct
2026-06-01,3960.0,3965.0,3930.0,3955.0,65600.0,8079.T,正栄食品工業,卸売業,TOPIX Small 1,16573321.0,65547484555.0,192256900.0,0.9394368259235762,-0.03752965096577432,0.9110972722076447,0.38333333333333336,0.9840070796170581,,-0.5534327889646421,0.027599642823619562,0.7533502969215468,-0.24695369625382937,0.0,0.6729295737399811,0.015815197097978385,0.46226415094339623
2026-06-01,1629.5,1630.0,1602.0,1624.0,389200.0,7458.T,第一興商,卸売業,TOPIX Mid400,103376893.0,167884074232.0,471788957.5,0.9084832987225137,0.1232455856671626,0.9052396878483835,0.45,1.2134943692998883,,-0.6141319367954622,0.028298930566446806,0.7170331935870317,0.07799778001910071,0.0,0.13366099224628594,0.015331103775331898,0.4528301886792453
2026-06-01,1788.5,1790.0,1757.5,1776.5,356400.0,7616.T,コロワイド,小売業,TOPIX Mid400,106305791.0,188852237711.5,679083332.5,0.9074590837845828,0.001991330112100398,0.8722014403006151,0.5166666666666667,1.2797323574975075,,-0.6161403984975541,0.02777153831095361,0.5121956058386707,0.4029492562920311,0.0,-0.02199061698093622,0.014689763715841875,0.6880733944954128
2026-06-01,738.0,739.0,726.0999755859375,728.5999755859375,2781100.0,9008.T,京王電鉄,陸運業,TOPIX Mid400,578883605.0,421774580470.0995,1778618673.7924194,1.2120204385778157,-0.15224622393642495,0.8723717754871028,0.3,1.2033069374371523,,-0.01890265631498746,0.027100686049818187,0.5132516863301786,-0.6531430415949923,0.0,0.15760027854520958,0.014608402387755055,0.4444444444444444
2026-06-01,2427.0,2431.5,2389.0,2419.0,866600.0,4613.T,関西ペイント,化学,TOPIX Mid400,176046309.0,425856021471.0,2997120067.5,1.2641165904971545,0.16129051105125702,0.8825731484325108,0.23333333333333334,1.1271092404413041,,0.08325668747250353,0.028464405987631315,0.5765003384518591,-0.9780945178679223,0.0,0.3366560512149228,0.013348965935963315,0.41414141414141414
2026-06-01,1215.0,1215.0,1172.0,1172.0,37600.0,8844.T,コスモスイニシア,不動産業,-,33895440.0,39725455680.0,117016985.0,1.1229887291099883,0.010588861553512574,0.8067268741631649,0.48333333333333334,1.316666778620916,,-0.1934917704897612,0.027808933052093237,0.10625239813449243,0.24047351815556575,0.0,-0.10878223369765729,0.010461686305933488,0.6730769230769231
2026-06-01,1319.0,1334.0,1267.0,1272.0,263200.0,4008.T,住友精化,化学,TOPIX Small 1,64683785.0,82277774520.0,252207170.0,0.9611252197694862,-0.07756886530199647,0.880909677920328,0.4666666666666667,1.331057656398092,,-0.5109023524261934,0.027425493294101676,0.566186798470255,0.15923564908733323,0.0,-0.14259913160112078,0.009123535694072012,0.40404040404040403
2026-06-01,1250.0,1274.0,1181.0,1183.0,110300.0,7885.T,タカノ,その他製品,-,15221580.0,18007129140.0,158809725.0,1.601686963365048,0.4935151758256451,0.689597241766663,0.43333333333333335,1.7930141826761017,,0.7452243473426172,0.02990940859379775,-0.619952928563361,-0.0032400890491318048,0.0,-1.2281435248526997,0.007899663671426777,0.39285714285714285
2026-06-01,3440.0,3450.0,3325.0,3400.0,140100.0,3465.T,ケイアイスター不動産,不動産業,TOPIX Small 1,31045460.0,105554564000.0,553310700.0,1.1309769900708257,-0.047088812807303815,0.8289306157960907,0.4166666666666667,1.2029041430691292,,-0.17782697630254501,0.02755806549587011,0.24391590067046717,-0.08447795811736433,0.0,0.15854679871100047,0.00647159865037009,0.6538461538461539
2026-06-01,1752.0,1770.0,1739.0,1753.0,198100.0,7730.T,マニー,精密機器,TOPIX Small 1,98502602.0,172675061306.0,476090115.0,0.8629545033644052,0.01472081443349249,0.8966751918158568,0.45,1.0207311382680908,,-0.7034128469175923,0.027826904874517028,0.6639332007666897,0.07799778001910071,0.0,0.5866322844966223,0.004921435870265334,0.4827586206896552
2026-06-01,2650.0,2657.0,2546.0,2568.0,162400.0,2590.T,ダイドーグループホールディングス,食料品,TOPIX Small 1,31698877.0,81402716136.0,345310420.0,1.0697090870055284,-0.1474203067743295,0.8708036622583927,0.4166666666666667,1.403056334799537,,-0.297971911039326,0.027121676251978845,0.503529362813447,-0.08447795811736433,0.0,-0.31178769635618636,0.004732235330438643,0.4883720930232558
